Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Progression - PrgC,Progression - PrgP,Progression - PrgR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR,Playing Time - Mn/MP,Playing Time - Min%,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
Patrick van Aanholt,0,NED,DF,Crystal Palace,Premier League,28,1990,29,29,2507,27.9,3,2,5,2,1,1,0,0,2.1,1.3,3.7,5.1,60,143,89,0.11,0.07,0.18,0.07,0.14,0.08,0.13,0.21,0.05,0.18,27.9,3.0,26.0,5.0,19.2,0.93,0.18,0.08,0.4,21.7,3.0,1.0,1.0,0.05,0.9,0.7,1241.0,1595.0,77.8,19052.0,8208.0,668.0,758.0,88.1,470.0,590.0,79.7,73.0,163.0,44.8,2.0,3.7,3.2,-1.7,32.0,89.0,23.0,3.0,143.0,1595,1202,386,61,2,4,92,280,45,30,7,4,1241,7,20,64,2.3,34,23,4,2,1,0,5,0.18,3,1,1,0,0,0,43.0,23.0,31.0,10.0,2.0,23.0,50.0,46.0,27.0,31.0,9.0,22.0,45.0,88.0,52.0,1.0,1870.0,89.0,529.0,848.0,515.0,41.0,1869.0,38.0,16.0,42.1,22.0,57.9,830.0,4462.0,2433.0,60.0,41.0,10.0,31.0,15.0,994.0,89.0,,,,,,,,,,,,,,,,,,,,0.0,9.0,8.0,2.0,92.0,45.0,23.0,0.0,0.0,1.0,176.0,16.0,16.0,50.0,,,,,,,,,,,,,,,
Max Aarons,1,ENG,DF,Norwich City,Premier League,19,2000,36,36,3240,36.0,0,1,1,0,0,0,7,0,0.6,0.6,3.9,4.5,92,78,151,0.0,0.03,0.03,0.0,0.03,0.02,0.11,0.12,0.02,0.12,36.0,0.0,14.0,4.0,28.6,0.39,0.11,0.0,0.0,17.2,0.0,0.0,0.0,0.04,-0.6,-0.6,1332.0,1711.0,77.8,17879.0,5691.0,880.0,982.0,89.6,351.0,469.0,74.8,49.0,121.0,40.5,1.0,3.9,2.8,-2.9,23.0,55.0,28.0,12.0,78.0,1711,1389,322,23,0,4,73,299,0,0,0,0,1332,0,65,64,1.78,47,2,6,3,4,2,3,0.08,2,0,0,0,1,0,48.0,30.0,33.0,9.0,6.0,18.0,36.0,50.0,18.0,46.0,29.0,17.0,37.0,85.0,97.0,1.0,2144.0,159.0,763.0,868.0,536.0,43.0,2144.0,99.0,48.0,48.5,51.0,51.5,1259.0,7858.0,4066.0,92.0,61.0,21.0,54.0,31.0,1253.0,151.0,,,,,,,,,,,,,,,,,,,,0.0,29.0,49.0,3.0,73.0,37.0,30.0,1.0,0.0,0.0,178.0,22.0,49.0,31.0,,,,,,,,,,,,,,,
Yunis Abdelhamid,2,MAR,DF,Reims,Ligue 1,31,1987,28,28,2520,28.0,3,0,3,3,0,0,0,0,1.7,1.7,1.2,2.9,21,96,6,0.11,0.0,0.11,0.11,0.11,0.06,0.04,0.1,0.06,0.1,28.0,3.0,19.0,5.0,26.3,0.68,0.18,0.16,0.6,13.3,0.0,0.0,0.0,0.09,1.3,1.3,1323.0,1570.0,84.3,27406.0,10308.0,370.0,420.0,88.1,762.0,854.0,89.2,185.0,269.0,68.8,0.0,1.2,0.3,-1.2,5.0,53.0,1.0,0.0,96.0,1570,1491,75,72,0,13,1,3,0,0,0,0,1323,4,10,23,0.82,16,0,1,4,2,0,1,0.04,1,0,0,0,0,0,46.0,33.0,29.0,15.0,2.0,17.0,30.0,56.7,13.0,26.0,14.0,12.0,47.0,93.0,99.0,1.0,1854.0,194.0,1052.0,768.0,51.0,29.0,1854.0,26.0,20.0,76.9,6.0,23.1,1031.0,5773.0,3542.0,21.0,12.0,0.0,15.0,5.0,1216.0,6.0,,,,,,,,,,,,,,,,,,,,0.0,21.0,17.0,0.0,1.0,47.0,33.0,0.0,1.0,0.0,140.0,85.0,51.0,62.5,,,,,,,,,,,,,,,
Suleiman Abdullahi,3,NGA,"FW,MF",Union Berlin,Bundesliga,22,1996,6,1,157,1.7,1,0,1,1,0,0,1,0,1.1,1.1,0.2,1.3,2,3,10,0.57,0.0,0.57,0.57,0.57,0.65,0.09,0.74,0.65,0.74,1.7,1.0,6.0,3.0,50.0,3.44,1.72,0.17,0.33,16.0,0.0,0.0,0.0,0.19,-0.1,-0.1,19.0,42.0,45.2,279.0,99.0,11.0,20.0,55.0,7.0,14.0,50.0,1.0,4.0,25.0,0.0,0.2,0.1,-0.2,1.0,2.0,2.0,1.0,3.0,42,42,0,0,0,0,8,0,0,0,0,0,19,0,3,4,2.29,2,0,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,63.0,1.0,8.0,24.0,33.0,7.0,63.0,5.0,2.0,40.0,3.0,60.0,29.0,164.0,75.0,2.0,2.0,1.0,7.0,0.0,36.0,10.0,26.0,5.1,1.0,57.0,0.0,5.0,20.0,5.0,0.67,2.0,5.0,-3.0,-1.72,-1.29,3.1,4.0,-1.0,-0.55,-0.18,0.0,0.0,0.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0,11.0,35.3,,,,,,,,,,,,,,,
Mehdi Abeid,4,ALG,MF,Nantes,Ligue 1,26,1992,25,20,1817,20.2,1,2,3,1,0,0,5,0,1.5,1.5,1.8,3.3,25,104,42,0.05,0.1,0.15,0.05,0.15,0.07,0.09,0.16,0.07,0.16,20.2,1.0,33.0,7.0,21.2,1.63,0.35,0.03,0.14,25.1,3.0,0.0,0.0,0.04,-0.5,-0.5,792.0,967.0,81.9,12997.0,3634.0,392.0,426.0,92.0,313.0,354.0,88.4,59.0,128.0,46.1,2.0,1.8,1.7,0.2,27.0,80.0,6.0,2.0,104.0,967,870,93,38,1,10,63,5,50,24,15,1,792,4,15,53,2.63,30,16,1,3,1,2,4,0.2,2,1,0,1,0,0,55.0,29.0,18.0,32.0,5.0,20.0,53.0,37.7,33.0,16.0,3.0,13.0,23.0,78.0,8.0,1.0,1159.0,14.0,163.0,766.0,249.0,17.0,1159.0,23.0,16.0,69.6,7.0,30.4,650.0,3350.0,1494.0,25.0,24.0,3.0,24.0,21.0,754.0,42.0,73.0,72.1,20.0,85.0,15.0,5.0,22.0,1.0,1.44,20.0,25.0,-5.0,-0.25,-0.5,20.8,25.4,-4.5,-0.22,-0.65,0.0,55.0,43.0,1.0,63.0,23.0,29.0,0.0,1.0,0.0,153.0,13.0,17.0,43.3,,,,,,,,,,,,,,,
Charles Abi,5,FRA,FW,Saint-Étienne,Ligue 1,19,2000,15,6,623,6.9,0,0,0,0,0,0,2,0,0.3,0.3,1.2,1.5,12,10,33,0.0,0.0,0.0,0.0,0.0,0.05,0.17,0.22,0.05,0.22,,,,,,,,,,,,,,,,,75.0,132.0,56.8,932.0,234.0,46.0,75.0,61.3,16.0,29.0,55.2,4.0,6.0,66.7,0.0,1.2,0.8,-1.2,7.0,3.0,4.0,1.0,10.0,132,121,11,0,0,0,5,0,0,0,0,0,75,0,7,18,2.6,11,0,1,1,4,1,2,0.29,1,0,0,0,1,0,9.0,9.0,2.0,5.0,2.0,2.0,7.0,28.6,5.0,2.0,0.0,2.0,4.0,13.0,4.0,0.0,195.0,7.0,14.0,100.0,86.0,20.0,195.0,19.0,13.0,68.4,6.0,31.6,108.0,680.0,346.0,12.0,4.0,5.0,26.0,7.0,144.0,33.0,42.0,24.7,6.0,73.0,2.0,9.0,20.0,1.0,0.93,7.0,14.0,-7.0,-1.01,-0.58,8.3,10.9,-2.5,-0.37,-0.14,0.0,16.0,11.0,7.0,5.0,4.0,9.0,1.0,0.0,0.0,22.0,28.0,34.0,45.2,,,,,,,,,,,,,,,
David Abraham,6,ARG,DF,Eint Frankfurt,Bundesliga,33,1986,20,19,1688,18.8,2,0,2,2,0,0,2,1,1.6,1.6,0.1,1.7,18,99,12,0.11,0.0,0.11,0.11,0.11,0.08,0.01,0.09,0.08,0.09,18.8,2.0,7.0,4.0,57.1,0.37,0.21,0.29,0.5,8.1,0.0,0.0,0.0,0.22,0.4,0.4,738.0,911.0,81.0,14808.0,5563.0,249.0,287.0,86.8,379.0,445.0,85.2,105.0,156.0,67.3,0.0,0.1,0.4,-0.1,2.0,66.0,8.0,2.0,99.0,911,857,52,22,0,12,9,30,0,0,0,0,738,2,5,13,0.69,12,0,0,1,0,0,1,0.05,1,0,0,0,0,0,21.0,14.0,16.0,4.0,1.0,15.0,32.0,46.9,17.0,27.0,11.0,16.0,25.0,46.0,61.0,1.0,1075.0,93.0,456.0,550.0,76.0,10.0,1075.0,9.0,7.0,77.8,2.0,22.2,561.0,3169.0,1737.0,18.0,16.0,1.0,6.0,3.0,610.0,12.0,84.0,55.2,19.0,86.0,15.0,1.0,61.0,5.0,1.85,32.0,27.0,5.0,0.27,0.66,30.9,24.3,6.6,0.35,0.15,0.0,14.0,12.0,0.0,9.0,25.0,14.0,0.0,0.0,0.0,125.0,48.0,30.0,61.5,,,,,,,,,,,,,,,
Tammy Abraham,7,ENG,FW,Chelsea,Premier League,21,1997,34,25,2215,24.6,15,3,18,15,0,0,2,0,16.4,16.4,2.7,19.0,31,34,134,0.61,0.12,0.73,0.61,0.73,0.67,0.11,0.77,0.67,0.77,24.6,15.0,88.0,35.0,39.8,3.58,1.42,0.17,0.43,11.6,0.0,0.0,0.0,0.19,-1.4,-1.4,275.0,418.0,65.8,3513.0,697.0,161.0,221.0,72.9,63.0,86.0,73.3,13.0,21.0,61.9,3.0,2.7,1.9,0.3,21.0,17.0,7.0,1.0,34.0,418,367,51,0,2,1,11,0,0,0,0,0,275,0,24,57,2.32,37,0,5,10,2,3,9,0.37,4,0,2,2,1,0,8.0,4.0,2.0,5.0,1.0,3.0,14.0,21.4,11.0,20.0,2.0,18.0,6.0,14.0,27.0,0.0,722.0,30.0,60.0,337.0,334.0,146.0,722.0,35.0,16.0,45.7,19.0,54.3,333.0,1698.0,749.0,31.0,17.0,10.0,74.0,42.0,479.0,134.0,65.0,64.8,25.0,81.0,9.0,9.0,20.0,0.0,1.82,45.0,34.0,11.0,0.45,0.15,46.3,27.5,18.8,0.76,-0.12,0.0,17.0,24.0,23.0,11.0,6.0,4.0,1.0,0.0,1.0,49.0,89.0,113.0,44.1,,,,,,,,,,,,,,,
Amir Abrashi,8,ALB,MF,Freiburg,Bundesliga,29,1990,13,8,663,7.4,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.6,8,27,13,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.08,0.07,0.08,7.4,0.0,4.0,2.0,50.0,0.54,0.27,0.0,0.0,20.1,0.0,0.0,0.0,0.12,-0.5,-0.5,280.0,330.0,84.8,4029.0,919.0,162.0,178.0,91.0,101.0,112.0,90.2,10.0,18.0,55.6,0.0,0.1,0.2,-0.1,4.0,24.0,4.0,3.0,27.0,330,317,13,9,0,0,7,1,0,0,0,0,280,0,9,10,1.35,9,0,1,0,0,0,0,0.0,0,0,0,0,0,0,16.0,8.0,7.0,8.0,1.0,10.0,19.0,52.6,9.0,18.0,3.0,15.0,7.0,23.0,16.0,2.0,425.0,24.0,137.0,232.0,58.0,4.0,425.0,5.0,3.0,60.0,2.0,40.0,236.0,1014.0,401.0,8.0,4.0,0.0,18.0,3.0,250.0,13.0,51.0,21.7,8.0,74.0,3.0,5.0,14.0,14.0,1.62,9.0,9.0,0.0,0.0,-0.04,9.6,12.2,-2.6,-0.35,0.22,0.0,17.0,12.0,0.0,7.0,7.0,8.0,0.0,0.0,0.0,51.0,9.0,9.0,50.0,,,,,,,,,,,,,,,
Francesco Acerbi,9,ITA,DF,Lazio,Serie A,31,1988,36,36,3162,35.1,2,2,4,2,0,0,4,0,2.4,2.4,1.7,4.2,57,150,36,0.06,0.06,0.11,0.06,0.11,0.07,0.05,0.12,0.07,0.12,35.1,2.0,16.0,5.0,31.3,0.46,0.14,0.13,0.4,14.5,0.0,0.0,0.0,0.15,-0.4,-0.4,1844.0,2073.0,89.0,38047.0,14343.0,636.0,686.0,92.7,903.0,970.0,93.1,279.0,371.0,75.2,2.0,1.7,1.7,0.3,8.0,149.0,15.0,5.0,150.0,2073,1979,93,69,3,38,26,23,1,0,0,0,1844,1,12,37,1.05,34,0,0,2,1,0,5,0.14,5,0,0,0,0,0,59.0,29.0,42.0,12.0,5.0,14.0,20.0,70.0,6.0,40.0,27.0,13.0,42.0,101.0,109.0,1.0,2387.0,300.0,1093.0,1125.0,184.0,30.0,2387.0,14.0,13.0,92.9,1.0,7.1,1391.0,9440.0,5596.0,57.0,22.0,0.0,12.0,7.0,1599.0,36.0,,,,,,,,,,,,,,,,,,,,0.0,26.0,41.0,5.0,26.0,42.0,29.0,1.0,0.0,0.0,179.0,56.0,32.0,63.6,,,,,,,,,,,,,,,
